Purchasing Document,System Status,Short-term charac.,Inspection Lot,Material Document,Material,Batch,Short text for inspection object,Order,Vendor Batch,Storage Location,Insp. start date,End of Inspection,Material,Purch. Organization,Insp. Lot Quantity,Vendor Name,SLED/BBD,Short text,Plant
,UD   ICCO SPCO STUP,0,40002561298,6020347875,1290229,0007216274,BCH ST-143/CI-112/OR/D1131.5 P2A STD,106017994,,2504,06/01/2019,21/01/2019,,,"7,414.000",,08/07/2019,,5040
,UD   ICCO STUP,0,30003719343,,1290229,0007216274,BCH ST-143/CI-112/OR/D1131.5 P2A STD,106017994,,,03/01/2019,07/01/2019,,,"7,500.000",,08/07/2019,,5040
,UD   ICCO SPCO STUP,0,40002552426,6020246764,1290229,0007191100,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105999356,,2503,11/12/2018,02/01/2019,,,"7,460.000",,12/06/2019,,5040
,UD   ICCO STUP,0,30003707399,,1290229,0007191100,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105999356,,,10/12/2018,11/12/2018,,,"7,500.000",,12/06/2019,,5040
,UD   ICCO STUP,0,30003687184,,1290229,0007137367,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105957683,,,15/11/2018,19/11/2018,,,"7,500.000",,17/05/2019,,5040
,LTIN STIC SPCO STUP,0,40002541785,6020140211,1290229,0007137367,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105957683,,2503,15/11/2018,20/11/2018,,,"7,435.000",,17/05/2019,,5040
,LTIN STIC SPCO STUP,0,40002537618,6020106116,1290229,0007121247,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105945132,,8504,08/11/2018,13/11/2018,,,243.100,,10/05/2019,,5040
,UD   ICCO STUP,0,30003680250,,1290229,0007121247,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105945132,,,07/11/2018,07/11/2018,,,250.000,,10/05/2019,,5040
,UD   ICCO SPCO STUP,0,40002530805,6020034211,1290229,0007086082,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105918030,,2503,22/10/2018,27/10/2018,,,"7,446.000",,23/04/2019,,5040
,UD   ICCO STUP,0,30003667962,,1290229,0007086082,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105918030,,,18/10/2018,22/10/2018,,,"7,500.000",,23/04/2019,,5040
,UD   ICCO SPCO STUP,0,40002523031,6019976734,1290229,0007070225,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105904303,,8543,09/10/2018,15/10/2018,,,393.900,,10/04/2019,,5040
,UD   ICCO STUP,0,30003659471,,1290229,0007070225,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105904303,,,08/10/2018,08/10/2018,,,400.000,,10/04/2019,,5040
,UD   ICCO SPCO STUP,0,40002514576,6019885299,1290229,0007025113,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105870179,,2501,17/09/2018,24/09/2018,,,"3,756.000",,19/03/2019,,5040
,UD   ICCO STUP,0,30003639987,,1290229,0007025113,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105870179,,,13/09/2018,17/09/2018,,,"3,800.000",,19/03/2019,,5040
,LTIN STIC SPCO STUP,0,40002512085,6019866421,1290229,0007020921,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105866408,,2604,12/09/2018,17/09/2018,,,"1,182.000",,14/03/2019,,5040
,UD   ICCO STUP,0,30003639866,,1290229,0007020921,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105866408,,,11/09/2018,12/09/2018,,,"1,200.000",,14/03/2019,,5040
,UD   ICCO SPCO STUP,0,40002502518,6019781177,1290229,0006994599,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105847172,,2504,23/08/2018,28/08/2018,,,"7,397.000",,22/02/2019,,5040
,UD   ICCO STUP,0,30003624711,,1290229,0006994599,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105847172,,,22/08/2018,23/08/2018,,,"7,500.000",,22/02/2019,,5040
,UD   ICCO SPCO STUP,0,40002484901,6019638776,1290229,0006929648,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105794483,,2501,23/07/2018,30/07/2018,,,"3,761.000",,22/01/2019,,5040
,UD   ICCO STUP,0,30003599351,,1290229,0006929648,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105794483,,,19/07/2018,23/07/2018,,,"3,800.000",,22/01/2019,,5040
,LTIN STIC SPCO STUP,0,40002463989,6019450507,1290229,0006834719,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105720188,,8541,12/06/2018,18/06/2018,,,292.800,,12/12/2018,,5040
,UD   ICCO STUP,0,30003567324,,1290229,0006834719,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105720188,,,11/06/2018,12/06/2018,,,300.000,,12/12/2018,,5040
,LTIN STIC SPCO STUP,0,40002463168,6019438469,1290229,0006847806,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105728137,,2504,08/06/2018,13/06/2018,,,"7,400.000",,08/12/2018,,5040
,UD   ICCO STUP,0,30003565915,,1290229,0006847806,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105728137,,,07/06/2018,11/06/2018,,,"7,500.000",,08/12/2018,,5040
,UD   ICCO STUP,0,30003544052,,1290229,0006728471,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105637832,,,14/05/2018,14/05/2018,,,550.000,,13/11/2018,,5040
,LTIN STIC SPCO STUP,0,40002447160,6019326166,1290229,0006728471,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105637832,,8514,14/05/2018,21/05/2018,,,541.400,,13/11/2018,,5040
,UD   ICCO STUP,0,30003506392,,1290229,0006673041,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105597630,,,27/03/2018,27/03/2018,,,500.000,,26/09/2018,,5040
,LTIN STIC SPCO STUP,0,40002423580,6019115599,1290229,0006673041,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105597630,,8516,27/03/2018,03/04/2018,,,496.700,,26/09/2018,,5040
,LTIN STIC SPCO STUP,0,40002395407,6018903303,1290229,0006585693,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105530835,,8540,07/02/2018,12/02/2018,,,395.300,,09/08/2018,,5040
,UD   ICCO STUP,0,30003466892,,1290229,0006585693,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105530835,,,06/02/2018,07/02/2018,,,400.000,,09/08/2018,,5040
,UD   ICCO SPCO STUP,0,40002387743,6018836275,1290229,0006558893,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105511222,,8545,23/01/2018,29/01/2018,,,191.200,,25/07/2018,,5040
,UD   ICCO STUP,0,30003454714,,1290229,0006558893,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105511222,,,22/01/2018,22/01/2018,,,200.000,,25/07/2018,,5040
,UD   ICCO SPCO STUP,0,40002369977,6018672675,1290229,0006489761,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105458200,,8541,12/12/2017,12/12/2017,,,342.000,,13/06/2018,,5040
,UD   ICCO STUP,0,30003427520,,1290229,0006489761,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105458200,,,11/12/2017,11/12/2017,,,350.000,,13/06/2018,,5040
,LTIN STIC SPCO STUP,0,40002363542,6018614165,1290229,0006472145,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105444388,,8542,30/11/2017,30/11/2017,,,344.500,,01/06/2018,,5040
,UD   ICCO STUP,0,30003417414,,1290229,0006472145,BCH ST-143/CI-112/OR/D1131.5 P2A STD,105444388,,,29/11/2017,29/11/2017,,,350.000,,01/06/2018,,5040
