Purchasing Document,System Status,Short-term charac.,Inspection Lot,Material Document,Material,Batch,Short text for inspection object,Order,Vendor Batch,Storage Location,Insp. start date,End of Inspection,Material,Purch. Organization,Insp. Lot Quantity,Vendor Name,SLED/BBD,Short text,Plant
,UD   ICCO STUP,0,30004321710,,1206154,0009086453,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107201896,,,14/04/2021,15/04/2021,,,"5,000.000",,14/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002955886,6023829899,1206154,0009086453,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107201896,,2503,14/04/2021,14/04/2021,,,"4,945.000",,14/10/2021,,5040
,UD   ICCO STUP,0,30004294528,,1206154,0008964943,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107147554,,,08/03/2021,09/03/2021,,,"2,800.000",,07/09/2021,,5040
,UD   ICCO SPCO STUP,0,40002935743,6023669266,1206154,0008964943,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107147554,,2002,08/03/2021,08/03/2021,,,"2,977.000",,07/09/2021,,5040
,UD   ICCO STUP,0,30004250546,,1206154,0008786169,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107065002,,,12/01/2021,12/01/2021,,,"5,000.000",,14/07/2021,,5040
,UD   ICCO SPCO STUP,0,40002907034,6023453213,1206154,0008786169,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107065002,,2003,12/01/2021,12/01/2021,,,"4,938.000",,14/07/2021,,5040
,UD   ICCO STUP,0,30004223511,,1206154,0008673192,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107005770,,,21/11/2020,22/11/2020,,,"2,800.000",,23/05/2021,,5040
,UD   ICCO SPCO STUP,0,40002888128,6023262455,1206154,0008673192,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,107005770,,2501,21/11/2020,23/11/2020,,,"2,714.000",,23/05/2021,,5040
,UD   ICCO STUP,0,30004184995,,1206154,0008551541,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106930129,,,28/09/2020,29/09/2020,,,"2,800.000",,30/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002862839,6023038889,1206154,0008551541,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106930129,,2502,28/09/2020,28/09/2020,,,"2,969.000",,30/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002848181,6022906815,1206154,0008498116,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106893271,,2001,26/08/2020,26/08/2020,,,"1,901.000",,25/02/2021,,5040
,UD   ICCO STUP,0,30004163816,,1206154,0008498116,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106893271,,,25/08/2020,26/08/2020,,,"1,750.000",,25/02/2021,,5040
,UD   ICCO STUP,0,30004146486,,1206154,0008447400,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106853095,,,06/08/2020,06/08/2020,,,"1,200.000",,05/02/2021,,5040
,UD   ICCO SPCO STUP,0,40002838567,6022821150,1206154,0008447400,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106853095,,2603,06/08/2020,06/08/2020,,,"1,164.000",,05/02/2021,,5040
,UD   ICCO STUP,0,30004140953,,1206154,0008434178,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106842767,,,29/07/2020,30/07/2020,,,700.000,,26/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002834164,6022781422,1206154,0008434178,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106842767,,8532,27/07/2020,27/07/2020,,,693.000,,26/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002830218,6022753608,1206154,0008400292,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106831322,,2602,21/07/2020,21/07/2020,,,"1,200.000",,20/01/2021,,5040
,UD   ICCO STUP,0,30004136007,,1206154,0008400292,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106831322,,,20/07/2020,21/07/2020,,,"1,200.000",,20/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002827778,6022726694,1206154,0008388053,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106823456,,2604,14/07/2020,14/07/2020,,,"1,203.706",,13/01/2021,,5040
,UD   ICCO STUP,0,30004129936,,1206154,0008388053,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106823456,,,13/07/2020,13/07/2020,,,"1,200.000",,13/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002817781,6022637478,1206154,0008335946,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106793307,,2603,23/06/2020,23/06/2020,,,"1,191.000",,23/12/2020,,5040
,UD   ICCO STUP,0,30004116940,,1206154,0008335946,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106793307,,,22/06/2020,22/06/2020,,,"1,200.000",,23/12/2020,,5040
,UD   ICCO STUP,0,30004071441,,1206154,0008128247,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106698343,,,09/04/2020,09/04/2020,,,"1,200.000",,07/10/2020,,5040
,UD   ICCO SPCO STUP,0,40002788624,6022341433,1206154,0008128247,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106698343,,2604,07/04/2020,07/04/2020,,,"1,188.000",,07/10/2020,,5040
,UD   ICCO SPCO STUP,0,40002775173,6022208275,1206154,0008069915,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106659436,,2601,10/03/2020,10/03/2020,,,"1,183.000",,09/09/2020,,5040
,UD   ICCO STUP,0,30004052695,,1206154,0008069915,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106659436,,,09/03/2020,09/03/2020,,,"1,200.000",,09/09/2020,,5040
,UD   ICCO STUP,0,30004046896,,1206154,0008053067,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106651410,,,02/03/2020,02/03/2020,,,"1,200.000",,01/09/2020,,5040
,UD   ICCO SPCO STUP,0,40002771097,6022174334,1206154,0008053067,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106651410,,2603,02/03/2020,02/03/2020,,,"1,167.000",,01/09/2020,,5040
,UD   ICCO SPCO STUP,0,40002764601,6022114155,1206154,0008012722,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106626859,,2602,18/02/2020,18/02/2020,,,"1,168.000",,19/08/2020,,5040
,UD   ICCO STUP,0,30004033896,,1206154,0008012722,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106626859,,,17/02/2020,17/02/2020,,,"1,200.000",,19/08/2020,,5040
,UD   ICCO SPCO STUP,0,40002754156,6022035342,1206154,0007985217,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106605757,,2602,30/01/2020,30/01/2020,,,"1,168.000",,31/07/2020,,5040
,UD   ICCO STUP,0,30004022458,,1206154,0007985217,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106605757,,,29/01/2020,30/01/2020,,,"1,200.000",,31/07/2020,,5040
,UD   ICCO SPCO STUP,0,40002745665,6021969256,1206154,0007943951,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106572727,,2602,15/01/2020,15/01/2020,,,"1,176.000",,16/07/2020,,5040
,UD   ICCO STUP,0,30004005592,,1206154,0007943951,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106572727,,,14/01/2020,14/01/2020,,,"1,200.000",,16/07/2020,,5040
,LTIN STIC SPCO STUP,0,40002739959,6021933338,1206154,0007914033,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106549878,,2602,07/01/2020,07/01/2020,,,"1,171.000",,08/07/2020,,5040
,UD   ICCO STUP,0,30003998472,,1206154,0007914033,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106549878,,,06/01/2020,06/01/2020,,,"1,200.000",,08/07/2020,,5040
,UD   ICCO SPCO STUP,0,40002733076,6021823894,1206154,0007887445,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106530223,,2604,11/12/2019,11/12/2019,,,"1,148.000",,11/06/2020,,5040
,UD   ICCO STUP,0,30003987246,,1206154,0007887445,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106530223,,,09/12/2019,09/12/2019,,,"1,200.000",,11/06/2020,,5040
,UD   ICCO STUP,0,30003932662,,1206154,0007747517,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106423846,,,24/09/2019,25/09/2019,,,"1,200.000",,25/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002695633,6021480122,1206154,0007747517,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106423846,,2602,24/09/2019,24/09/2019,,,"1,175.000",,25/03/2020,,5040
,UD   ICCO STUP,0,30003925913,,1206154,0007731151,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106411555,,,20/09/2019,20/09/2019,,,"1,200.000",,18/03/2020,,5040
,UD   ICCO STUP,0,30003925914,,1206154,0007731153,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106412656,,,20/09/2019,20/09/2019,,,"1,200.000",,18/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002692336,6021448465,1206154,0007731153,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106412656,,2602,17/09/2019,17/09/2019,,,"1,183.000",,18/03/2020,,5040
,LTIN STIC SPCO STUP,0,40002692667,6021446905,1206154,0007731151,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106411555,,2603,17/09/2019,17/09/2019,,,"1,179.000",,18/03/2020,,5040
,UD   ICCO STUP,0,30003915919,,1206154,0007706031,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106393484,,,03/09/2019,03/09/2019,,,"1,200.000",,04/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002685300,6021385959,1206154,0007706031,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106393484,,2602,03/09/2019,03/09/2019,,,"1,180.000",,04/03/2020,,5040
,UD   ICCO SPCO STUP,0,40002681544,6021355185,1206154,0007690912,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106381694,,2603,27/08/2019,27/08/2019,,,"1,193.000",,26/02/2020,,5040
,UD   ICCO STUP,0,30003910772,,1206154,0007690912,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106381694,,,26/08/2019,27/08/2019,,,"1,200.000",,26/02/2020,,5040
,LTIN STIC SPCO STUP,0,40002672813,6021294713,1206154,0007666914,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106360319,,2602,13/08/2019,13/08/2019,,,"1,182.000",,12/02/2020,,5040
,UD   ICCO STUP,0,30003898873,,1206154,0007666914,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106360319,,,12/08/2019,13/08/2019,,,"1,200.000",,12/02/2020,,5040
,UD   ICCO STUP,0,30003869860,,1206154,0007593991,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106304097,,,09/07/2019,10/07/2019,,,"1,200.000",,08/01/2020,,5040
,UD   ICCO SPCO STUP,0,40002654344,6021142546,1206154,0007593991,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106304097,,2603,09/07/2019,09/07/2019,,,"1,180.000",,08/01/2020,,5040
,UD   ICCO STUP,0,30003858690,,1206154,0007563865,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106282338,,,28/06/2019,28/06/2019,,,"1,200.000",,25/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002648420,6021085651,1206154,0007563865,BCH PF-11.XX/ PF-84.01/PF/B-84.10 P2A,106282338,,2602,25/06/2019,25/06/2019,,,"1,162.000",,25/12/2019,,5040
,UD   ICCO SPCO STUP,0,40002622628,6020871575,1206154,0007470284,BCH PF-11.60/.62/ PF-84.01 P2A,106209737,,2602,09/05/2019,09/05/2019,,,"1,167.000",,08/11/2019,,5040
,UD   ICCO STUP,0,30003820407,,1206154,0007470284,BCH PF-11.60/.62/ PF-84.01 P2A,106209737,,,08/05/2019,08/05/2019,,,"1,200.000",,08/11/2019,,5040
,UD   ICCO SPCO STUP,0,40002605729,6020722651,1206154,0007406517,BCH PF-11.60/.62/ PF-84.01 P2A,106162618,,2003,04/04/2019,04/04/2019,,,"4,890.000",,04/10/2019,,5040
,UD   ICCO STUP,0,30003792252,,1206154,0007406517,BCH PF-11.60/.62/ PF-84.01 P2A,106162618,,,03/04/2019,04/04/2019,,,"5,000.000",,04/10/2019,,5040
,LTIN STIC SPCO STUP,0,40002594689,6020617962,1206154,0007347964,BCH PF-11.60/.62/ PF-84.01 P2A,106117855,,2603,12/03/2019,12/03/2019,,,"1,170.000",,11/09/2019,,5040
,UD   ICCO STUP,0,30003773576,,1206154,0007347964,BCH PF-11.60/.62/ PF-84.01 P2A,106117855,,,11/03/2019,11/03/2019,,,"1,200.000",,11/09/2019,,5040
,UD   ICCO STUP,0,30003761353,,1206154,0007313916,BCH PF-11.60/.62/ PF-84.01 P2A,106095063,,,26/02/2019,26/02/2019,,,"1,200.000",,28/08/2019,,5040
,LTIN STIC SPCO STUP,0,40002587734,6020561721,1206154,0007313916,BCH PF-11.60/.62/ PF-84.01 P2A,106095063,,2603,26/02/2019,26/02/2019,,,"1,177.000",,28/08/2019,,5040
,LTIN STIC SPCO STUP,0,40002580045,6020502612,1206154,0007288662,BCH PF-11.60/.62/ PF-84.01 P2A,106074136,,2603,12/02/2019,12/02/2019,,,"1,181.000",,14/08/2019,,5040
,UD   ICCO STUP,0,30003750036,,1206154,0007288662,BCH PF-11.60/.62/ PF-84.01 P2A,106074136,,,11/02/2019,12/02/2019,,,"1,200.000",,14/08/2019,,5040
,UD   ICCO STUP,0,30003739818,,1206154,0007263392,BCH PF-11.60/.62/ PF-84.01 P2A,106054565,,,28/01/2019,28/01/2019,,,"1,200.000",,30/07/2019,,5040
,UD   ICCO STUP,0,30003739819,,1206154,0007263393,BCH PF-11.60/.62/ PF-84.01 P2A,106054566,,,28/01/2019,28/01/2019,,,"1,200.000",,30/07/2019,,5040
,LTIN STIC SPCO STUP,0,40002573383,6020441586,1206154,0007263392,BCH PF-11.60/.62/ PF-84.01 P2A,106054565,,2602,28/01/2019,28/01/2019,,,"1,176.000",,30/07/2019,,5040
,LTIN STIC SPCO STUP,0,40002573576,6020441848,1206154,0007263393,BCH PF-11.60/.62/ PF-84.01 P2A,106054566,,2603,28/01/2019,28/01/2019,,,"1,185.000",,30/07/2019,,5040
,LTIN STIC SPCO STUP,0,40002566775,6020389510,1206154,0007236529,BCH PF-11.60/.62/ PF-84.01 P2A,106032245,,2602,16/01/2019,16/01/2019,,,"1,165.000",,18/07/2019,,5040
,UD   ICCO STUP,0,30003728237,,1206154,0007236529,BCH PF-11.60/.62/ PF-84.01 P2A,106032245,,,15/01/2019,16/01/2019,,,"1,200.000",,18/07/2019,,5040
,UD   ICCO SPCO STUP,0,40002546467,6020177486,1206154,0007157817,BCH PF-11.60/.62/ PF-84.01 P2A,105974202,,2603,27/11/2018,27/11/2018,,,"1,171.000",,29/05/2019,,5040
,UD   ICCO STUP,0,30003695434,,1206154,0007157817,BCH PF-11.60/.62/ PF-84.01 P2A,105974202,,,26/11/2018,27/11/2018,,,"1,200.000",,29/05/2019,,5040
,LTIN STIC SPCO STUP,0,40002534153,6020073261,1206154,0007107326,BCH PF-11.60/.62/ PF-84.01 P2A,105933799,,2602,31/10/2018,31/10/2018,,,"1,174.000",,02/05/2019,,5040
,UD   ICCO STUP,0,30003677987,,1206154,0007107326,BCH PF-11.60/.62/ PF-84.01 P2A,105933799,,,30/10/2018,31/10/2018,,,"1,200.000",,02/05/2019,,5040
,LTIN STIC SPCO STUP,0,40002511207,6019859168,1206154,0007020902,BCH PF-11.60/.62/ PF-84.01 P2A,105866406,,2603,11/09/2018,11/09/2018,,,"1,259.000",,13/03/2019,,5040
,UD   ICCO STUP,0,30003638611,,1206154,0007020902,BCH PF-11.60/.62/ PF-84.01 P2A,105866406,,,10/09/2018,11/09/2018,,,"1,200.000",,13/03/2019,,5040
,UD   ICCO SPCO STUP,0,40002504811,6019804714,1206154,0006995297,BCH PF-11.60/.62/ PF-84.01 P2A,105847023,,2603,29/08/2018,29/08/2018,,,"1,167.000",,28/02/2019,,5040
,UD   ICCO STUP,0,30003628423,,1206154,0006995297,BCH PF-11.60/.62/ PF-84.01 P2A,105847023,,,28/08/2018,29/08/2018,,,"1,200.000",,28/02/2019,,5040
,UD   ICCO STUP,0,30003589314,,1206154,0006898887,BCH PF-11.60/.62/ PF-84.01 P2A,105770696,,,10/07/2018,10/07/2018,,,"1,200.000",,09/01/2019,,5040
,UD   ICCO SPCO STUP,0,40002478576,6019581442,1206154,0006898887,BCH PF-11.60/.62/ PF-84.01 P2A,105770696,,2602,10/07/2018,10/07/2018,,,"1,175.000",,09/01/2019,,5040
,LTIN STIC SPCO STUP,0,40002472291,6019520612,1206154,0006869004,BCH PF-11.60/.62/ PF-84.01 P2A,105747111,,2603,27/06/2018,27/06/2018,,,"1,187.000",,27/12/2018,,5040
,LTIN STIC SPCO STUP,0,40002472299,6019520620,1206154,0006869006,BCH PF-11.60/.62/ PF-84.01 P2A,105747112,,2602,27/06/2018,27/06/2018,,,"1,174.000",,27/12/2018,,5040
,UD   ICCO STUP,0,30003578536,,1206154,0006869006,BCH PF-11.60/.62/ PF-84.01 P2A,105747112,,,26/06/2018,26/06/2018,,,"1,200.000",,27/12/2018,,5040
,UD   ICCO STUP,0,30003578543,,1206154,0006869004,BCH PF-11.60/.62/ PF-84.01 P2A,105747111,,,26/06/2018,26/06/2018,,,"1,200.000",,27/12/2018,,5040
,LTIN STIC SPCO STUP,0,40002469282,6019488941,1206154,0006856105,BCH PF-11.60/.62/ PF-84.01 P2A,105736662,,2603,20/06/2018,20/06/2018,,,"1,171.000",,20/12/2018,,5040
,UD   ICCO STUP,0,30003574001,,1206154,0006856105,BCH PF-11.60/.62/ PF-84.01 P2A,105736662,,,19/06/2018,20/06/2018,,,"1,200.000",,20/12/2018,,5040
,UD   ICCO STUP,0,30003562988,,1206154,0006828504,BCH PF-11.60/.62/ PF-84.01 P2A,105714173,,,06/06/2018,07/06/2018,,,"1,200.000",,06/12/2018,,5040
,LTIN STIC SPCO STUP,0,40002461025,6019426228,1206154,0006828503,BCH PF-11.60/.62/ PF-84.01 P2A,105714172,,2603,06/06/2018,06/06/2018,,,"1,197.748",,06/12/2018,,5040
,LTIN STIC SPCO STUP,0,40002461451,6019427573,1206154,0006828504,BCH PF-11.60/.62/ PF-84.01 P2A,105714173,,2601,06/06/2018,06/06/2018,,,"1,200.000",,06/12/2018,,5040
,UD   ICCO STUP,0,30003562987,,1206154,0006828503,BCH PF-11.60/.62/ PF-84.01 P2A,105714172,,,05/06/2018,06/06/2018,,,"1,200.000",,06/12/2018,,5040
,UD   ICCO SPCO STUP,0,40002454376,6019366851,1206154,0006802590,BCH PF-11.60/.62/ PF-84.01 P2A,105693583,,2603,23/05/2018,23/05/2018,,,"1,174.000",,22/11/2018,,5040
,UD   ICCO STUP,0,30003551478,,1206154,0006802590,BCH PF-11.60/.62/ PF-84.01 P2A,105693583,,,22/05/2018,23/05/2018,,,"1,200.000",,22/11/2018,,5040
,LTIN STIC SPCO STUP,0,40002446280,6019307272,1206154,0006761806,BCH PF-11.60/.62/ PF-84.01 P2A,105661496,,2604,09/05/2018,09/05/2018,,,"1,166.000",,08/11/2018,,5040
,UD   ICCO STUP,0,30003540324,,1206154,0006761806,BCH PF-11.60/.62/ PF-84.01 P2A,105661496,,,08/05/2018,09/05/2018,,,"1,200.000",,08/11/2018,,5040
,LTIN STIC SPCO STUP,0,40002440291,6019252433,1206154,0006744619,BCH PF-11.60/.62/ PF-84.01 P2A,105651460,,2602,26/04/2018,26/04/2018,,,"1,159.000",,26/10/2018,,5040
,UD   ICCO STUP,0,30003529664,,1206154,0006744619,BCH PF-11.60/.62/ PF-84.01 P2A,105651460,,,25/04/2018,25/04/2018,,,"1,200.000",,26/10/2018,,5040
,UD   ICCO STUP,0,30003521721,,1206154,0006728403,BCH PF-11.60/.62/ PF-84.01 P2A,105637820,,,17/04/2018,17/04/2018,,,"1,200.000",,17/10/2018,,5040
,LTIN STIC SPCO STUP,0,40002434126,6019202749,1206154,0006728403,BCH PF-11.60/.62/ PF-84.01 P2A,105637820,,2603,17/04/2018,17/04/2018,,,"1,174.000",,17/10/2018,,5040
,LTIN STIC SPCO STUP,0,40002424029,6019123498,1206154,0006669544,BCH PF-11.60/.62/ PF-84.01 P2A,105594923,,2601,29/03/2018,29/03/2018,,,"1,181.000",,28/09/2018,,5040
,UD   ICCO STUP,0,30003504952,,1206154,0006669544,BCH PF-11.60/.62/ PF-84.01 P2A,105594923,,,27/03/2018,28/03/2018,,,"1,200.000",,28/09/2018,,5040
,LTIN STIC SPCO STUP,0,40002407851,6019014433,1206154,0006639980,BCH PF-11.60/.62/ PF-84.01 P2A,105572094,,2601,06/03/2018,06/03/2018,,,"1,177.000",,05/09/2018,,5040
,UD   ICCO STUP,0,30003486052,,1206154,0006639980,BCH PF-11.60/.62/ PF-84.01 P2A,105572094,,,05/03/2018,06/03/2018,,,"1,200.000",,05/09/2018,,5040
,UD   ICCO STUP,0,30003471425,,1206154,0006601037,BCH PF-11.60/.62/ PF-84.01 P2A,105543196,,,12/02/2018,13/02/2018,,,"1,200.000",,14/08/2018,,5040
,LTIN STIC SPCO STUP,0,40002397344,6018922661,1206154,0006601037,BCH PF-11.60/.62/ PF-84.01 P2A,105543196,,2602,12/02/2018,12/02/2018,,,"1,175.000",,14/08/2018,,5040
,LTIN STIC SPCO STUP,0,40002390102,6018852479,1206154,0006571950,BCH PF-11.60/.62/ PF-84.01 P2A,105520649,,2603,25/01/2018,25/01/2018,,,"1,173.000",,27/07/2018,,5040
,UD   ICCO STUP,0,30003459355,,1206154,0006571950,BCH PF-11.60/.62/ PF-84.01 P2A,105520649,,,24/01/2018,25/01/2018,,,"1,200.000",,27/07/2018,,5040
,UD   ICCO SPCO STUP,0,40002373818,6018710223,1206154,0006504617,BCH PF-11.60/.62/ PF-84.01 P2A,105469468,,2603,19/12/2017,19/12/2017,,,"1,177.000",,20/06/2018,,5040
,UD   ICCO STUP,0,30003432134,,1206154,0006504617,BCH PF-11.60/.62/ PF-84.01 P2A,105469468,,,18/12/2017,19/12/2017,,,"1,200.000",,20/06/2018,,5040
,INSP RREC,3,30004775403,,1290229,0012739992,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108105556,,,22/03/2023,22/03/2023,,,"8,800.000",,21/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003259967,6026322329,1290229,0012739992,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108105556,,2004,22/03/2023,03/04/2023,,,"8,695.000",,21/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003257270,6026310801,1290229,0012739991,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108104355,,2003,18/03/2023,29/03/2023,,,"8,748.000",,17/09/2023,,5040
,UD   ICCO STUP,0,30004771755,,1290229,0012739991,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108104355,,,16/03/2023,17/03/2023,,,"8,800.000",,17/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003237953,6026173338,1290229,0012663921,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108051968,,2004,29/01/2023,09/02/2023,,,"8,705.000",,31/07/2023,,5040
,UD   ICCO STUP,0,30004748114,,1290229,0012663921,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108051968,,,28/01/2023,29/01/2023,,,"8,800.000",,31/07/2023,,5040
,UD   ICCO SPCO STUP,0,40003230454,6026117021,1290229,0012619088,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108021590,,2003,09/01/2023,20/01/2023,,,"8,758.000",,11/07/2023,,5040
,UD   ICCO STUP,0,30004736093,,1290229,0012619088,BCH ST-143/CI-112/OR/D1131.5 P2A STD,108021590,,,07/01/2023,08/01/2023,,,"8,800.000",,11/07/2023,,5040
,UD   ICCO SPCO STUP,0,40003212127,6025962119,1290229,0012415560,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107959657,,2003,09/11/2022,21/11/2022,,,"8,740.000",,04/05/2023,,5040
,UD   ICCO SPCO STUP,0,40003209957,6025943958,1290229,0012415561,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107959658,,2004,03/11/2022,14/11/2022,,,"8,720.000",,05/05/2023,,5040
,UD   ICCO STUP,0,30004706150,,1290229,0012415561,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107959658,,,02/11/2022,02/11/2022,,,"8,800.000",,05/05/2023,,5040
,UD   ICCO STUP,0,30004704820,,1290229,0012415560,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107959657,,,01/11/2022,02/11/2022,,,"8,800.000",,04/05/2023,,5040
,UD   ICCO STUP,0,30004702330,,1290229,0012394807,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107951240,,,27/10/2022,27/10/2022,,,800.000,,26/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003207512,6025918678,1290229,0012394807,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107951240,,8613,25/10/2022,07/11/2022,,,810.000,,26/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003201564,6025862725,1290229,0012307836,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107926377,,2003,05/10/2022,17/10/2022,,,"8,739.000",,06/04/2023,,5040
,UD   ICCO STUP,0,30004688137,,1290229,0012307836,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107926377,,,04/10/2022,05/10/2022,,,"8,800.000",,06/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003183381,6025725300,1290229,0012106410,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107875467,,2003,22/08/2022,02/09/2022,,,"8,745.000",,21/02/2023,,5040
,UD   ICCO STUP,0,30004662722,,1290229,0012106410,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107875467,,,21/08/2022,22/08/2022,,,"8,800.000",,21/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003179640,6025710089,1290229,0012063141,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107866857,,2004,16/08/2022,29/08/2022,,,"8,754.000",,15/02/2023,,5040
,UD   ICCO STUP,0,30004658804,,1290229,0012063141,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107866857,,,15/08/2022,16/08/2022,,,"8,800.000",,15/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003165578,6025598191,1290229,0011851389,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107821497,,2003,13/07/2022,25/07/2022,,,"8,767.000",,12/01/2023,,5040
,UD   ICCO STUP,0,30004635779,,1290229,0011851389,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107821497,,,11/07/2022,12/07/2022,,,"8,800.000",,12/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003157792,6025541564,1290229,0011744877,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107797653,,2004,26/06/2022,07/07/2022,,,"8,687.000",,26/12/2022,,5040
,UD   ICCO STUP,0,30004625864,,1290229,0011744877,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107797653,,,25/06/2022,26/06/2022,,,"8,800.000",,26/12/2022,,5040
,UD   ICCO SPCO STUP,0,40003145415,6025458094,1290229,0011568187,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107762788,,2004,01/06/2022,13/06/2022,,,"8,723.000",,01/12/2022,,5040
,UD   ICCO STUP,0,30004605377,,1290229,0011568187,BCH ST-143/CI-112/OR/D1131.5 P2A STD,107762788,,,30/05/2022,31/05/2022,,,"8,800.000",,01/12/2022,,5040
