Purchasing Document,System Status,Short-term charac.,Inspection Lot,Material Document,Material,Batch,Short text for inspection object,Order,Vendor Batch,Storage Location,Insp. start date,End of Inspection,Material,Purch. Organization,Insp. Lot Quantity,Vendor Name,SLED/BBD,Short text,Plant
,INSP RREC SPRQ,2,40003260779,6026331115,1172919,0012752330,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108114882,,2003,26/03/2023,06/04/2023,,,"8,883.000",,25/09/2023,,5040
,UD   ICCO STUP,0,30004776790,,1172919,0012752330,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108114882,,,25/03/2023,26/03/2023,,,"9,000.000",,25/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003258029,6026316015,1172919,0012739990,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108104354,,2003,21/03/2023,03/04/2023,,,"8,896.000",,20/09/2023,,5040
,UD   ICCO STUP,0,30004772491,,1172919,0012739990,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108104354,,,20/03/2023,21/03/2023,,,"9,000.000",,20/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003252020,6026273140,1172919,0012720536,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108092358,,2003,06/03/2023,20/03/2023,,,"8,870.000",,05/09/2023,,5040
,UD   ICCO SPCO STUP,0,40003252311,6026273692,1172919,0012720649,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108091251,,2504,06/03/2023,20/03/2023,,,"8,910.000",,05/09/2023,,5040
,UD   ICCO STUP,0,30004765356,,1172919,0012720649,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108091251,,,05/03/2023,06/03/2023,,,"9,000.000",,05/09/2023,,5040
,UD   ICCO STUP,0,30004765575,,1172919,0012720536,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108092358,,,05/03/2023,05/03/2023,,,"9,000.000",,05/09/2023,,5040
,UD   ICCO SPCO STUP,1,40003246918,6026240329,1172919,0012698177,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108076256,,2004,21/02/2023,06/03/2023,,,"8,873.000",,23/08/2023,,5040
,UD   ICCO STUP,0,30004758079,,1172919,0012698177,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108076256,,,20/02/2023,21/02/2023,,,"9,000.000",,23/08/2023,,5040
,UD   ICCO SPCO STUP,0,40003238101,6026164934,1172919,0012651262,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108041520,,2004,25/01/2023,07/02/2023,,,"8,867.000",,27/07/2023,,5040
,UD   ICCO STUP,0,30004744107,,1172919,0012651262,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108041520,,,24/01/2023,25/01/2023,,,"9,000.000",,27/07/2023,,5040
,UD   ICCO STUP,0,30004739274,,1172919,0012639187,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108033838,,,15/01/2023,16/01/2023,,,"9,000.000",,17/07/2023,,5040
,UD   ICCO SPCO STUP,0,40003234066,6026135202,1172919,0012639187,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108033838,,2504,15/01/2023,26/01/2023,,,"8,926.000",,17/07/2023,,5040
,INSP RREC,1,30004723644,,1172919,0012593476,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108002886,,,14/12/2022,15/12/2022,,,"9,000.000",,,,5040
,UD   ICCO SPCO STUP,0,40003224370,6026046095,1172919,0012596949,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108004815,,2504,11/12/2022,22/12/2022,,,"8,745.000",,12/06/2023,,5040
,UD   ICCO STUP,0,30004726272,,1172919,0012596949,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,108004815,,,08/12/2022,09/12/2022,,,"8,817.732",,12/06/2023,,5040
,UD   ICCO SPCO PRSI STUP,0,40003221085,6026018043,1172919,0012519540,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107988446,,2003,01/12/2022,12/12/2022,,,"8,900.000",,02/06/2023,,5040
,UD   ICCO STUP,0,30004721063,,1172919,0012519540,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107988446,,,30/11/2022,01/12/2022,,,"9,000.000",,02/06/2023,,5040
,UD   ICCO SPCO STUP,0,40003212387,6025958583,1172919,0012428410,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107963436,,2504,08/11/2022,21/11/2022,,,"8,950.000",,10/05/2023,,5040
,UD   ICCO STUP,0,30004708369,,1172919,0012428410,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107963436,,,07/11/2022,08/11/2022,,,"9,000.000",,10/05/2023,,5040
,UD   ICCO SPCO STUP,0,40003205312,6025900740,1172919,0012353484,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107940267,,2504,19/10/2022,01/11/2022,,,"8,927.000",,20/04/2023,,5040
,UD   ICCO STUP,0,30004697700,,1172919,0012353484,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107940267,,,18/10/2022,19/10/2022,,,"9,000.000",,20/04/2023,,5040
,UD   ICCO STUP,0,30004692547,,1172919,0012333204,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107934690,,,11/10/2022,12/10/2022,,,"9,000.000",,11/04/2023,,5040
,UD   ICCO SPCO STUP,0,40003202031,6025875055,1172919,0012333204,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107934690,,2003,10/10/2022,21/10/2022,,,"8,940.000",,11/04/2023,,5040
,LTIN STIC SPCO STUP,0,40003201056,6025871687,1172919,0012333203,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107934689,,2004,09/10/2022,20/10/2022,,,"8,893.000",,10/04/2023,,5040
,UD   ICCO STUP,0,30004692546,,1172919,0012333203,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107934689,,,08/10/2022,09/10/2022,,,"9,000.000",,10/04/2023,,5040
,UD   ICCO STUP,0,30004684625,,1172919,0012290880,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107916889,,,28/09/2022,29/09/2022,,,"9,000.000",,29/03/2023,,5040
,UD   ICCO STUP,0,30004684624,,1172919,0012290879,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107916888,,,27/09/2022,28/09/2022,,,"9,000.000",,28/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003197800,6025836542,1172919,0012290880,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107916889,,2003,27/09/2022,10/10/2022,,,"8,873.000",,29/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003196730,6025831597,1172919,0012290879,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107916888,,2004,26/09/2022,07/10/2022,,,"8,886.000",,28/03/2023,,5040
,UD   ICCO SPCO STUP,0,40003182765,6025723963,1172919,0012106408,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107875465,,2004,21/08/2022,01/09/2022,,,"8,825.000",,20/02/2023,,5040
,UD   ICCO STUP,0,30004662721,,1172919,0012106408,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107875465,,,20/08/2022,21/08/2022,,,"9,000.000",,20/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003177602,6025685556,1172919,0012010799,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107858267,,2504,09/08/2022,22/08/2022,,,"8,920.000",,08/02/2023,,5040
,UD   ICCO STUP,0,30004656076,,1172919,0012010799,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107858267,,,08/08/2022,09/08/2022,,,"9,000.000",,08/02/2023,,5040
,UD   ICCO SPCO STUP,0,40003174904,6025663945,1172919,0011979320,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107847606,,2003,02/08/2022,15/08/2022,,,"8,953.000",,01/02/2023,,5040
,UD   ICCO STUP,0,30004650179,,1172919,0011979320,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107847606,,,31/07/2022,01/08/2022,,,"9,000.000",,01/02/2023,,5040
,UD   ICCO STUP,0,30004630695,,1172919,0011787751,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107808976,,,05/07/2022,05/07/2022,,,"9,000.000",,04/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003161747,6025571058,1172919,0011787751,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107808976,,2004,05/07/2022,18/07/2022,,,"8,880.000",,04/01/2023,,5040
,UD   ICCO SPCO STUP,0,40003158130,6025551174,1172919,0011745617,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107799503,,2503,29/06/2022,11/07/2022,,,"8,913.000",,29/12/2022,,5040
,UD   ICCO STUP,0,30004626651,,1172919,0011745617,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107799503,,,27/06/2022,28/06/2022,,,"9,000.000",,29/12/2022,,5040
,UD   ICCO SPCO STUP,0,40003154947,6025525437,1172919,0011709852,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107790590,,2504,21/06/2022,04/07/2022,,,"8,955.000",,21/12/2022,,5040
,UD   ICCO STUP,0,30004619117,,1172919,0011709852,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107790590,,,20/06/2022,21/06/2022,,,"9,000.000",,21/12/2022,,5040
,UD   ICCO SPCO STUP,0,40003141475,6025428281,1172919,0011524943,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107750572,,2003,23/05/2022,03/06/2022,,,"8,894.000",,21/11/2022,,5040
,UD   ICCO STUP,0,30004595859,,1172919,0011524943,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107750572,,,21/05/2022,22/05/2022,,,"9,000.000",,21/11/2022,,5040
,UD   ICCO SPCO STUP,0,40003132651,6025371086,1172919,0011380296,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107721589,,2504,05/05/2022,16/05/2022,,,"8,924.000",,04/11/2022,,5040
,UD   ICCO STUP,0,30004587872,,1172919,0011380296,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107721589,,,03/05/2022,04/05/2022,,,"9,000.000",,04/11/2022,,5040
,UD   ICCO STUP,0,30004575498,,1172919,0011300022,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107702150,,,20/04/2022,21/04/2022,,,"9,000.000",,20/10/2022,,5040
,UD   ICCO SPCO STUP,0,40003126730,6025321684,1172919,0011300022,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107702150,,2004,20/04/2022,03/05/2022,,,"8,906.000",,20/10/2022,,5040
,UD   ICCO SPCO STUP,0,40003119863,6025260203,1172919,0011168905,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107673672,,2003,02/04/2022,13/04/2022,,,"8,937.000",,02/10/2022,,5040
,UD   ICCO STUP,0,30004564287,,1172919,0011168905,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107673672,,,31/03/2022,01/04/2022,,,"9,000.000",,02/10/2022,,5040
,UD   ICCO SPCO STUP,0,40003110323,6025187603,1172919,0011083009,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107653376,,2003,13/03/2022,24/03/2022,,,"8,869.000",,12/09/2022,,5040
,UD   ICCO STUP,0,30004549938,,1172919,0011083009,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107653376,,,12/03/2022,13/03/2022,,,"9,000.000",,12/09/2022,,5040
,UD   ICCO SPCO STUP,0,40003108811,6025174622,1172919,0011018080,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107643284,,2003,09/03/2022,21/03/2022,,,"8,864.000",,08/09/2022,,5040
,UD   ICCO STUP,0,30004548024,,1172919,0011018080,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107643284,,,08/03/2022,09/03/2022,,,"9,000.000",,08/09/2022,,5040
,UD   ICCO SPCO STUP,0,40003102596,6025126333,1172919,0010948591,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107619384,,2504,23/02/2022,07/03/2022,,,"8,936.000",,25/08/2022,,5040
,UD   ICCO STUP,0,30004537977,,1172919,0010948591,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107619384,,,22/02/2022,23/02/2022,,,"9,000.000",,25/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003098748,6025104599,1172919,0010905155,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107610053,,2503,17/02/2022,28/02/2022,,,"8,983.000",,19/08/2022,,5040
,UD   ICCO STUP,0,30004532872,,1172919,0010905155,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107610053,,,16/02/2022,17/02/2022,,,"9,000.000",,19/08/2022,,5040
,UD   ICCO SPCO STUP,0,40003081754,6024970470,1172919,0010772608,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107568598,,2003,12/01/2022,24/01/2022,,,"8,892.000",,14/07/2022,,5040
,UD   ICCO STUP,0,30004509227,,1172919,0010772608,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107568598,,,11/01/2022,12/01/2022,,,"9,000.000",,14/07/2022,,5040
,UD   ICCO SPCO STUP,0,40003068309,6024800785,1172919,0010489760,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107517707,,2504,02/12/2021,13/12/2021,,,"8,899.000",,03/06/2022,,5040
,UD   ICCO STUP,0,30004485716,,1172919,0010489760,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107517707,,,01/12/2021,01/12/2021,,,"9,000.000",,03/06/2022,,5040
,UD   ICCO SPCO STUP,0,40003067090,6024785153,1172919,0010488775,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107516898,,2503,29/11/2021,10/12/2021,,,"8,980.000",,31/05/2022,,5040
,UD   ICCO STUP,0,30004485584,,1172919,0010488775,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107516898,,,27/11/2021,28/11/2021,,,"9,000.000",,31/05/2022,,5040
,UD   ICCO SPCO STUP,0,40003060576,6024726542,1172919,0010422071,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107502476,,2003,15/11/2021,26/11/2021,,,"8,821.000",,17/05/2022,,5040
,UD   ICCO STUP,0,30004476013,,1172919,0010422071,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107502476,,,14/11/2021,15/11/2021,,,"9,000.000",,17/05/2022,,5040
,UD   ICCO STUP,0,30004449046,,1172919,0010191392,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107454914,,,07/10/2021,07/10/2021,,,"9,000.000",,08/04/2022,,5040
,UD   ICCO SPCO STUP,0,40003044967,6024564420,1172919,0010191392,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107454914,,2003,07/10/2021,18/10/2021,,,"8,927.000",,08/04/2022,,5040
,UD   ICCO SPCO STUP,0,40003039880,6024514921,1172919,0010119367,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107441877,,2003,26/09/2021,07/10/2021,,,"8,588.000",,28/03/2022,,5040
,UD   ICCO STUP,0,30004443602,,1172919,0010119367,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107441877,,,25/09/2021,26/09/2021,,,"9,000.000",,28/03/2022,,5040
,UD   ICCO SPCO STUP,0,40003033873,6024463536,1172919,0010000460,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107414515,,2004,14/09/2021,27/09/2021,,,"8,854.000",,16/03/2022,,5040
,UD   ICCO STUP,0,30004429916,,1172919,0010000460,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107414515,,,10/09/2021,11/09/2021,,,"9,000.000",,16/03/2022,,5040
,LTIN STIC SPCO STUP,0,40003026736,6024401747,1172919,0009955406,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107404713,,2503,30/08/2021,10/09/2021,,,"8,944.000",,01/03/2022,,5040
,UD   ICCO STUP,0,30004421451,,1172919,0009955406,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107404713,,,29/08/2021,30/08/2021,,,"9,000.000",,01/03/2022,,5040
,UD   ICCO SPCO STUP,0,40003013946,6024301074,1172919,0009777457,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107365069,,2003,05/08/2021,16/08/2021,,,"8,896.000",,04/02/2022,,5040
,UD   ICCO STUP,0,30004404091,,1172919,0009777457,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107365069,,,03/08/2021,04/08/2021,,,"9,000.000",,04/02/2022,,5040
,UD   ICCO SPCO STUP,0,40003006211,6024234620,1172919,0009691767,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107342129,,2004,20/07/2021,03/08/2021,,,"8,865.000",,19/01/2022,,5040
,UD   ICCO STUP,0,30004395071,,1172919,0009691767,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107342129,,,19/07/2021,20/07/2021,,,"9,000.000",,19/01/2022,,5040
,UD   ICCO SPCO STUP,0,40002990469,6024108989,1172919,0009521810,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107299011,,2504,20/06/2021,01/07/2021,,,"8,924.000",,20/12/2021,,5040
,UD   ICCO STUP,0,30004371596,,1172919,0009521810,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107299011,,,19/06/2021,20/06/2021,,,"9,000.000",,20/12/2021,,5040
,UD   ICCO SPCO STUP,0,40002988417,6024093094,1172919,0009453025,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107285778,,2504,16/06/2021,28/06/2021,,,"8,901.000",,16/12/2021,,5040
,UD   ICCO STUP,0,30004369104,,1172919,0009453025,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107285778,,,15/06/2021,16/06/2021,,,"9,000.000",,16/12/2021,,5040
,LTIN STIC SPCO STUP,0,40002975897,6023990594,1172919,0009360019,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107261592,,2003,24/05/2021,04/06/2021,,,"8,686.000",,23/11/2021,,5040
,UD   ICCO STUP,0,30004351744,,1172919,0009360019,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107261592,,,20/05/2021,21/05/2021,,,"9,000.000",,23/11/2021,,5040
,UD   ICCO SPCO STUP,0,40002971071,6023952882,1172919,0009248391,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107240927,,2004,13/05/2021,24/05/2021,,,"8,859.000",,12/11/2021,,5040
,UD   ICCO STUP,0,30004341677,,1172919,0009248391,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107240927,,,12/05/2021,13/05/2021,,,"9,000.000",,12/11/2021,,5040
,UD   ICCO SPCO STUP,0,40002955551,6023835753,1172919,0009096974,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107205070,,2004,16/04/2021,27/04/2021,,,"8,866.000",,16/10/2021,,5040
,UD   ICCO STUP,0,30004321423,,1172919,0009096974,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107205070,,,15/04/2021,15/04/2021,,,"9,000.000",,16/10/2021,,5040
,UD   ICCO SPCO STUP,0,40002950924,6023793351,1172919,0009055601,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107191887,,2004,06/04/2021,19/04/2021,,,"8,882.000",,06/10/2021,,5040
,UD   ICCO STUP,0,30004315060,,1172919,0009055601,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107191887,,,03/04/2021,04/04/2021,,,"9,000.000",,06/10/2021,,5040
,LTIN STIC SPCO STUP,0,40002942713,6023723649,1172919,0008987187,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107160994,,2003,20/03/2021,31/03/2021,,,"8,925.000",,19/09/2021,,5040
,UD   ICCO STUP,0,30004301734,,1172919,0008987187,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107160994,,,18/03/2021,19/03/2021,,,"9,000.000",,19/09/2021,,5040
,UD   ICCO SPCO STUP,0,40002933015,6023643351,1172919,0008940036,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107139267,,2004,02/03/2021,15/03/2021,,,"8,899.000",,01/09/2021,,5040
,UD   ICCO STUP,0,30004289284,,1172919,0008940036,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107139267,,,27/02/2021,28/02/2021,,,"9,000.000",,01/09/2021,,5040
,LTIN STIC SPCO STUP,0,40002920652,6023545226,1172919,0008851914,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107100862,,2001,04/02/2021,15/02/2021,,,"2,928.000",,06/08/2021,,5040
,UD   ICCO STUP,0,30004268573,,1172919,0008851914,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107100862,,,03/02/2021,03/02/2021,,,"3,000.000",,06/08/2021,,5040
,UD   ICCO SPCO STUP,0,40002912812,6023477828,1172919,0008806293,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107075386,,2504,18/01/2021,29/01/2021,,,"8,906.000",,20/07/2021,,5040
,UD   ICCO STUP,0,30004254822,,1172919,0008806293,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107075386,,,17/01/2021,18/01/2021,,,"9,000.000",,20/07/2021,,5040
,LTIN STIC SPCO STUP,0,40002906694,6023446902,1172919,0008786725,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107065547,,2004,10/01/2021,21/01/2021,,,"8,893.000",,12/07/2021,,5040
,UD   ICCO STUP,0,30004251072,,1172919,0008786725,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107065547,,,09/01/2021,10/01/2021,,,"9,000.000",,12/07/2021,,5040
,UD   ICCO STUP,0,30004233122,,1172919,0008706132,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107024329,,,07/12/2020,07/12/2020,,,"3,000.000",,07/06/2021,,5040
,UD   ICCO SPCO STUP,0,40002893858,6023316068,1172919,0008706132,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107024329,,2001,06/12/2020,17/12/2020,,,"2,996.000",,07/06/2021,,5040
,UD   ICCO STUP,0,30004224275,,1172919,0008673191,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107005769,,,22/11/2020,23/11/2020,,,"9,000.000",,24/05/2021,,5040
,UD   ICCO SPCO STUP,0,40002887540,6023263143,1172919,0008673191,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,107005769,,2503,22/11/2020,03/12/2020,,,"8,944.000",,24/05/2021,,5040
,LTIN STIC SPCO STUP,0,40002877416,6023167329,1172919,0008613767,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106969499,,2001,29/10/2020,09/11/2020,,,"2,927.000",,30/04/2021,,5040
,UD   ICCO STUP,0,30004205729,,1172919,0008613767,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106969499,,,28/10/2020,28/10/2020,,,"3,000.000",,30/04/2021,,5040
,UD   ICCO SPCO STUP,0,40002870134,6023111314,1172919,0008582611,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106951242,,2503,15/10/2020,27/10/2020,,,"8,928.000",,16/04/2021,,5040
,UD   ICCO STUP,0,30004195567,,1172919,0008582611,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106951242,,,14/10/2020,14/10/2020,,,"9,000.000",,16/04/2021,,5040
,UD   ICCO STUP,0,30004186814,,1172919,0008555309,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106933570,,,29/09/2020,29/09/2020,,,"9,000.000",,31/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002863990,6023044675,1172919,0008555309,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106933570,,2004,29/09/2020,12/10/2020,,,"8,830.000",,31/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002856639,6022983157,1172919,0008526195,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106913408,,2004,15/09/2020,28/09/2020,,,"8,774.000",,17/03/2021,,5040
,UD   ICCO STUP,0,30004176665,,1172919,0008526195,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106913408,,,14/09/2020,15/09/2020,,,"9,000.000",,17/03/2021,,5040
,UD   ICCO SPCO STUP,0,40002851511,6022938848,1172919,0008498961,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106893738,,2503,03/09/2020,14/09/2020,,,"8,870.000",,05/03/2021,,5040
,UD   ICCO STUP,0,30004167715,,1172919,0008498961,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106893738,,,01/09/2020,02/09/2020,,,"9,000.000",,05/03/2021,,5040
,UD   ICCO STUP,0,30004151083,,1172919,0008464396,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106866175,,,10/08/2020,10/08/2020,,,"3,000.000",,08/02/2021,,5040
,UD   ICCO SPCO STUP,0,40002838856,6022833596,1172919,0008464396,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106866175,,2002,09/08/2020,20/08/2020,,,"2,998.271",,08/02/2021,,5040
,UD   ICCO SPCO STUP,0,40002831994,6022763851,1172919,0008408429,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106835162,,2003,22/07/2020,04/08/2020,,,"8,720.000",,21/01/2021,,5040
,UD   ICCO STUP,0,30004136180,,1172919,0008408429,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106835162,,,21/07/2020,22/07/2020,,,"9,000.000",,21/01/2021,,5040
,UD   ICCO SPCO STUP,0,40002818298,6022643413,1172919,0008341156,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106796611,,2004,24/06/2020,04/07/2020,,,"8,820.000",,24/12/2020,,5040
,UD   ICCO STUP,0,30004116751,,1172919,0008341156,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106796611,,,23/06/2020,24/06/2020,,,"9,000.000",,24/12/2020,,5040
,UD   ICCO STUP,0,30004082096,,1172919,0008166934,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106724379,,,26/04/2020,27/04/2020,,,"9,000.000",,26/10/2020,,5040
,UD   ICCO SPCO STUP,0,40002796238,6022418158,1172919,0008166934,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106724379,,2004,26/04/2020,07/05/2020,,,"8,913.000",,26/10/2020,,5040
,UD   ICCO STUP,0,30004072007,,1172919,0008134650,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106704082,,,06/04/2020,06/04/2020,,,"3,000.000",,06/10/2020,,5040
,UD   ICCO SPCO STUP,0,40002787556,6022335838,1172919,0008134650,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106704082,,2002,06/04/2020,17/04/2020,,,"2,884.000",,06/10/2020,,5040
,UD   ICCO STUP,0,30004066591,,1172919,0008120733,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106694323,,,29/03/2020,30/03/2020,,,"9,000.000",,28/09/2020,,5040
,LTIN STIC SPCO STUP,0,40002784801,6022300489,1172919,0008120733,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106694323,,2004,29/03/2020,09/04/2020,,,"8,877.000",,28/09/2020,,5040
,UD   ICCO SPCO STUP,0,40002778666,6022233571,1172919,0008090026,BCH LE/SI-1.00 CB/HB/B-1.00 P2A =1036077,106672732,,2003,15/03/2020,26/03/2020,,,"8,499.000",,14/09/2020,,5040
